CODMUNDV;NOME_MUNIC;NOME_UF;UF;REG;CENTR;RM;MUN_HIS_TUR;POP_2010;POP_URB_10;POP_2015;POP_2016;TXC_POP_10_16;AREA;DENS_2016;PART_12;PART_16;ANTEN_TOTAL;AREA_URB;PIB;PIB_PER_CAP;PRIN_ATIVIDADE;RENDA;VEIC_2016;AUTO_2016;MOTO_2016;VEIC_2010;AUTO_2010;MOTO_2010;TXC_AUTO_10_16;TXC_MOTO_10_16;ACESS;PAV;CAL;ARB;LOGR;TX_ACID_TRAN;IDH;PD;PD_ANO;PDMU;Zona;LON;LAT;dif_EuclRede
3549953;São Lourenço Da Serra;SÃO PAULO;SP;Sudeste;;RMSP;0;13973;0,910255493;15177;15323;0,020878526;186,4;82,20493562;PMDB;SD;20;0,5;220531,3036;14826,6306;Serviços;578,4559259;7693;5709;1217;4316;3182;678;0,124014655;0,124118711;0,014433058;0,155540918;0,140033977;0,032051431;0,181983701;33,27122704;0,728;1;2008;0;135;-46,94345528;-23,8507127;4608,215797
3518800;Guarulhos;SÃO PAULO;SP;Sudeste;;RMSP;1;1221979;1;1324781;;0,020399147;319,2;4188,869048;PT;PSB;401;343,26;49392842,17;38016,45579;Serviços;751,3043167;612697;462233;89420;415420;312890;60203;0,081169667;0,082338997;0,018714705;0,74542754;0,732978089;0,582281951;0,728568352;15,85127843;0,763;1;2004;1;115;-46,51804543;-23,44549741;2854,213803
3552205;Sorocaba;SÃO PAULO;SP;Sudeste;Capital Regional C;RMS;1;586625;0,989823141;644919;652481;0,023967449;449;1453,187082;PSDB;DEM;248;277,16;26908886,58;42764,71848;Serviços;1072,751681;438436;325360;83956;306531;226297;60795;0,075318389;0,066686442;0,037969243;0,915898315;0,882090337;0,780762513;0,884110929;17,89113714;0,798;1;1966;1;600;-47,46296844;-23,49499062;2503,772301
3557006;Votorantim;SÃO PAULO;SP;Sudeste;;RMS;0;108809;0,961859773;117794;118858;0,020033858;183,7;647,022319;PSDB;DEM;33;21,11;2483534,045;21486,64658;Serviços;792,93225;62445;43936;14468;43357;30228;10369;0,077661134;0,068893227;0,00803244;0,877283302;0,8199672;0,766083176;0,659253704;11,99595565;0,767;1;2006;0;626;-47,44575341;-23,54398724;3253,895446
3556206;Valinhos;SÃO PAULO;SP;Sudeste;;RMC;0;106793;0,951616679;120258;122163;0,030131808;148,1;824,8683322;PSDB;PMDB;57;49,51;4970626,946;42736,75883;Serviços;1461,846025;90509;68749;12966;67499;50986;10389;0,061605326;0,045313247;0,000871216;0,756539994;0,703344482;0,751041004;0,754395654;9,297450808;0,819;1;2004;1;218;-46,99637722;-22,97315915;3247,647557
3523404;Itatiba;SÃO PAULO;SP;Sudeste;;RMC;1;101471;0,844241212;113284;114912;0,02791371;322,2;356,6480447;PSDB;PPS;76;29,94;4483241,53;40791,22831;Serviços;1136,615089;75001;54947;13345;53206;39002;9600;0,07095549;0,068093984;0,004229938;0,650008997;0,578867808;0,614376022;0,572570197;11,6466583;0,778;1;2011;1;208;-46,84299846;-23,00265997;3597,103457
3525201;Jarinu;SÃO PAULO;SP;Sudeste;Centro Local;AUJ;0;23847;0,77280161;27473;28012;0,036019867;207,6;134,9325626;PSB;DEM;23;0;1188119,582;45084,79423;Serviços;775,525;16443;11314;3733;9266;6109;2291;0,131173467;0,102571037;0,005791428;0,138711058;0,09594168;0,401684271;0,33143766;33,4311504;0,733;1;2006;1;804;-46,71500241;-23,08767117;3520,721804
3528502;Mairiporã;SÃO PAULO;SP;Sudeste;;RMSP;1;80956;0,873931518;92323;93981;0,033392289;320,9;292,8669367;PV;PSDB;47;64,36;1454760,625;16367,14135;Serviços;849,4492121;48414;34820;8705;28266;19920;5636;0,11817013;0,090836241;0,000611079;0,342948479;0,195680333;0,533371798;0,40006982;18,75820672;0,788;1;2006;1;121;-46,58508473;-23,32217821;4040,992816
3556701;Vinhedo;SÃO PAULO;SP;Sudeste;;RMC;0;63611;0,968574618;72550;73855;0,033418658;81,6;905,0857843;PTB;PSDB;47;35,91;7137263,324;102187,1762;Serviços;1589,086444;58313;44091;9501;43309;32303;7743;0,0641955;0,041770396;0,015892608;0,815345926;0,641303738;0,738719493;0,776887073;14,04159119;0,817;1;1984;0;219;-46,98402679;-23,03106592;3360,117221
3520509;Indaiatuba;SÃO PAULO;SP;Sudeste;;RMC;0;201619;0,989946384;231033;235367;0,034631366;311,4;755,834939;PMDB;PMDB;84;113,2;10303801,98;46404,74315;Serviços;1094,55839;170013;114562;44710;118162;77855;34016;0,080316018;0,056195433;0,100488115;0,849796147;0,791210555;0,887594791;0,704949963;18,09339723;0,788;1;2001;0;207;-47,20331317;-23,08889275;4464,222702
3550308;São Paulo;SÃO PAULO;SP;Sudeste;Grande Metrópole Nacional;RMSP;1;11253503;0,991010888;11967825;;0,015504553;1523,3;7902,694807;PT;PSDB;6036;1888,16;570706191,6;48275,446;Serviços;1413,447912;7622282;5949689;1026589;6229394;4957183;776045;0,037174576;0,05755251;0,085416061;0,890590794;0,855561586;0,692254311;0,851849209;12,00414294;0,805;1;2014;1;100;-46,65912598;-23,56007121;1734,205361
3522208;Itapecerica Da Serra;SÃO PAULO;SP;Sudeste;;RMSP;0;152614;0,991711114;167236;169103;0,023137138;150,3;1125,103127;PDT;PTB;60;34,9;3138819,974;19213,7753;Serviços;615,4121552;71405;49809;14019;42273;29522;7959;0,110279725;0,119880561;0,002533384;0,719692553;0,64570615;0,579992142;0,6841409;7,863204437;0,742;1;2001;0;116;-46,85555932;-23,70901977;3318,08895
3545209;Salto;SÃO PAULO;SP;Sudeste;;RMS;1;105516;0,992967891;114171;115193;0,019904179;133,2;864,8123123;PT;PP;40;23,33;4987997,825;44515,02717;Serviços;897,0293007;67628;48284;13853;46946;33360;9827;0,076751387;0,071086574;0,014333084;0,887828889;0,84579319;0,871545389;0,777895502;22,98301908;0,78;1;2006;1;618;-47,29148027;-23,20167301;3834,196291
3519709;Ibiúna;SÃO PAULO;SP;Sudeste;Centro Local;RMS;0;71217;0,350098993;76432;77005;0,017824469;1057,5;72,8179669;PMDB;PSD;42;0;1252456,36;16645,92922;Serviços;611,6829457;40782;27838;8729;24061;15472;5679;0,124652401;0,089779226;0,007743632;0,200806228;0,121535753;0,206692959;0,15468161;34,28044037;0,71;1;2006;1;609;-47,21136417;-23,65522281;4581,302429
3527306;Louveira;SÃO PAULO;SP;Sudeste;;AUJ;0;37125;0,961481481;43862;44904;0,042570644;55,1;814,9546279;PTB;PTB;21;8,12;11598657,17;278145,2558;Serviços;980,4040385;26630;17959;6413;16767;11018;4134;0,102645416;0,09178759;0,002916931;0,550976044;0,502469959;0,416579253;0,601182752;28,04000374;0,777;1;2013;1;805;-46,95214556;-23,08580262;3353,697077
3515004;Embu;SÃO PAULO;SP;Sudeste;;RMSP;1;240230;1;261781;264448;0,021710179;70,4;3756,363636;PT;PRB;79;56,72;8106456,727;31635,32345;Serviços;637,2826526;104368;73461;22164;59880;41037;13524;0,1235082;0,103846274;0,012711241;0,795388681;0,719322791;0,700081866;0,707425419;16,21289852;0,735;1;2012;0;109;-46,80407976;-23,65538834;3431,572047
3552809;Taboão Da Serra;SÃO PAULO;SP;Sudeste;;RMSP;1;244528;1;272177;275948;0,027142518;20,3;13593,49754;PSDB;PSDB;59;40,96;7375289,4;27899,50293;Serviços;799,1978327;121735;87358;24250;72722;52134;14324;0,108756878;0,111039466;0,009144991;0,924133339;0,891761016;0,82308923;0,882641663;15,28020543;0,769;1;2006;0;137;-46,78901661;-23,62642074;3815,510531
3523909;Itu;SÃO PAULO;SP;Sudeste;;RMS;1;154147;0,935918312;167095;168643;0,020368621;640,8;263,1757179;PSD;PTB;96;106,52;6660939,911;40644,73164;Serviços;1051,506;112126;77753;24842;81113;57336;17460;0,062815679;0,073071014;0,008481139;0,771241384;0,702996152;0,755913129;0,689097006;18,72987294;0,773;1;2006;0;612;-47,29876355;-23,26920889;3456,347367
3509601;Campo Limpo Paulista;SÃO PAULO;SP;Sudeste;;AUJ;0;74074;1;80847;81693;0,02211445;79,6;1026,29397;PR;PROS;17;29,35;1521942,717;19242,93178;Serviços;799,5939063;40935;30440;8296;27030;19691;5881;0,091026691;0,071231939;0,001563738;0,80495802;0,680565361;0,741256154;0,844853707;20,00450101;0,769;1;2006;0;802;-46,78098845;-23,20399042;3770,499133
3516309;Francisco Morato;SÃO PAULO;SP;Sudeste;;RMSP;0;154472;0,997967269;168243;169942;0,021578651;49,3;3447,099391;PV;PRB;26;39,54;1221495,759;7415,678672;Serviços;467,1907035;43196;32022;8657;22794;16539;4800;0,141268528;0,125188374;0,001389119;0,559991021;0,324313664;0,399776119;0,311282221;21,02038978;0,703;1;2006;0;112;-46,731578;-23,27467135;4552,859444
3501152;Alumínio;SÃO PAULO;SP;Sudeste;;RMS;0;16839;0,838707762;18061;18194;0,017668598;83,8;217,1121718;PSDB;PPS;16;14,36;1560348,746;87738,90835;Indústria;878,5104167;7345;5703;1034;4824;3721;682;0,089152619;0,086794002;0,02628281;0,857890741;0,681667093;0,590253742;0,83963261;33,47467083;0,766;0;;;602;-47,26234714;-23,53140702;3910,48688
3516408;Franco Da Rocha;SÃO PAULO;SP;Sudeste;;RMSP;0;131604;0,921278988;145755;147650;0,025861173;134,1;1101,043997;PT;PT;30;47,22;2326996,517;16407,63564;Serviços;569,7625862;49536;37463;9047;28866;21480;5691;0,117670157;0,09714291;0,009710975;0,679137079;0,591695046;0,58484809;0,420093899;14,6018899;0,731;1;2007;0;113;-46,71999097;-23,32300586;3963,699039
3504909;Bananal;SÃO PAULO;SP;Sudeste;Centro Local;RMVPLN;1;10223;0,797906681;10775;10821;0,013233942;616;17,56655844;PV;PSDB;4;0;147696,7819;13829,28669;Serviços;602,3116667;3936;2914;635;2497;1912;342;0,087928445;0,131747448;0,021992495;0,483354651;0,313007809;0,249074794;0,18975589;;0,733;1;2014;1;504;-44,32021836;-22,67886375;11416,39761
3524006;Itupeva;SÃO PAULO;SP;Sudeste;;AUJ;1;44859;0,868387615;54128;55596;0,048076777;200,7;277,0104634;PT;PSD;20;25,15;3102671,382;60739,03493;Serviços;1071,375098;31777;22635;5532;18110;12760;3427;0,121465622;0,100509038;0,00205559;0,739485206;0,530150894;0,772238776;0,711909652;26,6023144;0,762;1;2004;0;803;-47,03834903;-23,15132279;4164,786362
3503158;Arapeí;SÃO PAULO;SP;Sudeste;Centro Local;RMVPLN;0;2493;0,752105897;2524;2516;0,003094313;156,8;16,04591837;PPS;SD;3;0;22515,76565;8860,986087;Adm. Pública;454,1114286;975;700;190;644;454;113;0,090456731;0,109519735;0,002352941;0,536064587;0,315614213;0,266962014;0,182397619;39,49447077;0,68;1;2014;1;502;-44,44909219;-22,67335886;8988,236005
3534401;Osasco;SÃO PAULO;SP;Sudeste;;RMSP;0;666740;1;694844;696382;0,010375252;64;10880,96875;PT;PTN;220;123,08;55515707,08;80265,37491;Serviços;856,330819;402941;298975;68849;286600;215448;47368;0,067722714;0,077661872;0,021233103;0,880530655;0,854067255;0,730267829;0,787198046;12,69344888;0,776;1;2004;1;124;-46,7775951;-23,52908962;2136,343142
3509007;Caieiras;SÃO PAULO;SP;Sudeste;;RMSP;0;86529;0,975233737;95780;97016;0,025718732;96,7;1003,267839;PSD;PSD;35;16,4;2815657,275;30206,05348;Serviços;837,4109524;41007;31198;6073;24723;18642;3788;0,108477418;0,099002454;0,010145704;0,878795961;0,766450156;0,732270945;0,759061018;20,10241652;0,781;1;2012;0;104;-46,7474688;-23,34949052;3570,564673
3556503;Várzea Paulista;SÃO PAULO;SP;Sudeste;;AUJ;0;107089;1;116601;117772;0,02150231;34,8;3384,252874;PV;PV;23;25,25;2368422,855;20744,70399;Indústria;678,7191477;60960;42832;14080;40769;28154;10059;0,087541027;0,069570877;0,005005523;0,77806546;0,742662652;0,735837025;0,537890101;13,8644576;0,759;1;2006;1;806;-46,83991682;-23,21458428;3737,202334
3549607;São José Do Barreiro;SÃO PAULO;SP;Sudeste;Centro Local;RMVPLN;1;4077;0,703703704;4185;4183;0,006557728;571;7,325744308;PSDB;PMDB;5;0;41868,46515;9992,473783;Adm. Pública;544,5766667;1352;956;291;840;612;150;0,093304899;0,141721938;0,002777778;0,469918973;0,273851254;0,312560061;0,105961788;;0,684;0;;;532;-44,57965549;-22,64319799;6589,805099
3525904;Jundiaí;SÃO PAULO;SP;Sudeste;Centro de Zona A;AUJ;1;370126;0,956982217;401896;405740;0,020800849;431,5;940,3012746;PC do B;PSDB;217;269,46;36622896,04;92970,39003;Serviços;1381,62247;299013;224535;49102;227292;171146;39557;0,055804379;0,04417951;0,058175956;0,813830065;0,797428535;0,706909365;0,796538569;18,59460003;0,822;1;2012;0;800;-46,88460968;-23,19670713;2943,270453
3503505;Areias;SÃO PAULO;SP;Sudeste;Centro Local;RMVPLN;1;3696;0,670454545;3859;3869;0,010847646;305,2;12,67693316;PSDB;DEM;4;0;34683,70851;9034,568509;Adm. Pública;397,8525;1351;978;266;829;579;168;0,110534508;0,096262279;;0,360625406;0,238561578;0,327277548;0,337695671;51,96154845;0,697;1;2014;1;503;-44,69604111;-22,58151317;4556,603084
3541901;Queluz;SÃO PAULO;SP;Sudeste;Centro Local;RMVPLN;0;11309;0,820143249;12600;12777;0,027392959;249,8;51,14891914;PMDB;PSDB;9;0;181159,2051;14807,8474;Serviços;549,6055556;3435;2379;740;2272;1572;480;0,086396556;0,090430766;0,000285388;0,720848127;0,566159253;0,7009162;0,586218485;32,20871246;0,722;0;;;526;-44,77237696;-22,53644873;3290,969939
3528403;Mairinque;SÃO PAULO;SP;Sudeste;;RMS;0;43223;0,802581959;46015;46294;0,015771749;209,6;220,8683206;PMDB;PMDB;21;8,99;1503794,052;33096,97271;Indústria;726,7872308;25255;18783;4788;16388;12082;3229;0,092257978;0,081974983;0,006044957;0,605129991;0,451284227;0,593402837;0,612952247;19,68116512;0,743;1;2006;1;614;-47,18554163;-23,54001454;4087,3054
3513009;Cotia;SÃO PAULO;SP;Sudeste;;RMSP;0;201150;1;229548;233696;0,033566368;323,1;723,2930981;PSDB;PSD;119;103,44;9883959,273;44735,74064;Serviços;1088,074518;130294;98682;20017;80850;61481;12711;0,099257415;0,095074974;0,009720899;0,718753086;0,526728566;0,597013029;0,546505516;10,6521797;0,78;1;2007;0;107;-46,91034946;-23,59712209;2938,721013
3552007;Silveiras;SÃO PAULO;SP;Sudeste;Centro Local;RMVPLN;0;5792;0,497064917;6158;6193;0,01543653;414,8;14,93008679;PR;PSDB;6;0;52373,86361;8609,874011;Adm. Pública;474,0892308;2743;1807;729;1844;1233;466;0,079441262;0,09362473;;0,30366925;0,250589119;0,196015362;0,165809733;32,67439961;0,678;0;;;535;-44,85164341;-22,66359374;3884,293369
3526605;Lavrinhas;SÃO PAULO;SP;Sudeste;Centro Local;RMVPLN;0;6590;0,917905918;7052;7102;0,017083766;167,1;42,50149611;PSDB;PTB;15;0;102436,1111;14739,00879;Serviços;486,264;2757;1924;607;1758;1135;414;0,111326937;0,079537343;0,002531701;0,630678313;0,433159564;0,579408727;0,386206286;;0,729;0;;;518;-44,9268443;-22,56045715;4686,976699
3513405;Cruzeiro;SÃO PAULO;SP;Sudeste;Centro de Zona A;RMVPLN;0;77039;0,974519399;81082;81406;0,012869407;305,7;266,293752;PR;SD;21;0;1925411,868;23945,52617;Serviços;761,5754783;37616;25604;9516;27291;18987;6634;0,061622938;0,074820134;0,006291327;0,869338304;0,841018057;0,700166789;0,513725109;8,668838004;0,788;1;2013;0;510;-44,96674879;-22,57779879;4422,384877
3510609;Carapicuíba;SÃO PAULO;SP;Sudeste;;RMSP;0;369584;1;392294;394465;0,015020062;34,6;11400,72254;PT;PV;86;69,94;4437171,966;11442,26218;Serviços;686,3388063;178701;129745;36260;117910;86123;23582;0,085411194;0,089856787;0,001826327;0,861097811;0,842032162;0,753489136;0,602209133;9,741766285;0,749;1;2010;0;106;-46,836689;-23,53422102;2301,228754
3556453;Vargem Grande Paulista;SÃO PAULO;SP;Sudeste;;RMSP;0;42997;1;48720;49542;0,031732904;42,1;1176,769596;PSB;PR;12;6,87;1496965,277;31841,51782;Serviços;926,8441935;26973;20759;3773;16113;12215;2384;0,111891964;0,096165454;0,003313317;0,802233354;0,728318916;0,788878315;0,830147459;10,44299171;0,77;1;2013;0;138;-47,01794339;-23,60225349;3604,745929
3508603;Cachoeira Paulista;SÃO PAULO;SP;Sudeste;Centro Local;RMVPLN;1;30091;0,816589678;32294;32536;0,017820761;288;112,9722222;PT;PR;11;0;465339,9534;14637,47455;Serviços;744,8490385;14481;10329;3104;9371;6650;2046;0,092062078;0,086934107;0,007650295;0,750238453;0,679364051;0,572558812;0,483926851;15,6025713;0,764;1;2006;0;506;-45,00932317;-22,66818705;3377,531596
3509957;Canas;SÃO PAULO;SP;Sudeste;Centro Local;RMVPLN;0;4385;0,928164196;4852;4914;0,025623111;53,3;92,19512195;PTB;PSDB;5;0;129776,7601;27483,43076;Serviços;465,6483333;1564;1024;313;847;555;189;0,130319955;0,106156324;0,01151472;0,470347325;0,212022792;0,55176413;0,072396355;;0,704;0;;;508;-45,05342314;-22,70504289;3320,062385
3513603;Cunha;SÃO PAULO;SP;Sudeste;Centro Local;RMVPLN;0;21866;0,556434647;22086;22007;0,002505886;1407,3;15,63774604;PSDB;PSB;6;0;167290,7782;7518,348759;Serviços;405,8357895;11027;6499;3768;6618;3794;2394;0,113652874;0,094957719;0,000462664;0,31981525;0,170198861;0,208140279;0,136868419;9,022420715;0,684;1;2006;0;511;-44,95983269;-23,07552232;8280,074479
3527207;Lorena;SÃO PAULO;SP;Sudeste;Centro de Zona B;RMVPLN;0;82537;0,9713583;87178;87584;0,013770281;414,4;211,3513514;PSDB;PSDB;18;0;1630272,076;18882,65838;Serviços;858,695;42326;28627;10957;30810;21112;7727;0,062794485;0,072348997;0,008468267;0,819320897;0,772504847;0,70356606;0,530864505;20,74593149;0,766;1;1995;0;519;-45,11272389;-22,74168361;3351,487066
3538501;Piquete;SÃO PAULO;SP;Sudeste;Centro Local;RMVPLN;0;14107;0,93655632;14123;14048;0,000283427;176;79,81818182;PT;PSB;5;0;125743,7916;8806,821093;Serviços;682,9813043;5558;4044;1080;4040;2904;783;0,068471413;0,06643011;0,007138697;0,705337666;0,603809371;0,349188957;0,521724961;7,042749489;0,757;0;;;524;-45,18449932;-22,61018702;6745,910899
3505708;Barueri;SÃO PAULO;SP;Sudeste;;RMSP;1;240749;1;262275;264935;0,0216405;66,1;4008,093797;DEM;PSDB;168;104,86;44118662,49;171831,0867;Serviços;991,9293548;160146;116908;25038;109808;79329;17779;0,080643512;0,070874214;0,026324017;0,940455244;0,881162625;0,691098506;0,848906099;21,96066344;0,786;1;2004;0;102;-46,84148934;-23,5022739;2350,430713
3550605;São Roque;SÃO PAULO;SP;Sudeste;;RMS;1;78821;0,906966418;86515;87506;0,02355779;306,3;285,6872347;PMDB;PSDB;47;14,61;2002959,532;23714,88908;Serviços;877,3232353;44122;32980;7594;29802;22338;5088;0,081038778;0,083389689;0,0107502;0,482020658;0,385335121;0,450714201;0,476989352;17,54344928;0,768;1;2006;1;621;-47,13389654;-23,53074491;3913,687418
3518404;Guaratinguetá;SÃO PAULO;SP;Sudeste;Centro Subregional B;RMVPLN;1;112072;0,952619744;119073;119753;0,015264132;752,4;159,1613503;PSDB;PSB;49;26,04;4120222,672;35017,14789;Serviços;931,0595652;65880;45977;15266;47830;33468;11304;0,065570464;0,06193668;0,012755361;0,70198632;0,683204633;0,570086773;0,673556378;14,3607765;0,798;1;2006;0;512;-45,18368632;-22,79707813;3520,039492
3555406;Ubatuba;SÃO PAULO;SP;Sudeste;Centro Local;RMVPLN;1;78801;0,975964772;86392;87364;0,023258709;710,8;122,9093979;PT;PSD;90;28,61;1457786,126;17277,05566;Serviços;763,3704639;39188;23257;13679;22558;12933;8337;0,124529578;0,10410127;0,012418737;0,385786719;0,370790503;0,497178548;0,365383498;15,22266069;0,751;1;2006;1;538;-45,06760375;-23,4589649;10186,29991
3502507;Aparecida;SÃO PAULO;SP;Sudeste;Centro de Zona B;RMVPLN;1;35007;0,985460051;36217;36248;0,008531331;121,1;299,3228737;PSDB;PMDB;21;0;749994,0838;20746,15042;Serviços;733,2339216;20391;13480;4282;15207;9827;3246;0,065255505;0,056962622;0,033553479;0,837011752;0,790075236;0,55453874;0,535410199;16,58191466;0,755;1;2006;0;501;-45,22990235;-22,84429355;3295,921911
3540754;Potim;SÃO PAULO;SP;Sudeste;Centro Local;RMVPLN;0;19397;0,758313141;22453;22911;0,037253604;44,5;514,8539326;PMN;PR;4;0;163328,4943;7596,320835;Adm. Pública;427,6163636;5544;3332;1787;2974;1713;999;0,142324591;0,123341524;;0,481337453;0,493986336;0,516019493;0,352263808;4,548762737;0,697;0;;0;525;-45,25701523;-22,83808574;4106,645264
3526308;Lagoinha;SÃO PAULO;SP;Sudeste;Centro Local;RMVPLN;0;4841;0,648213179;4954;4949;0,005785175;255,5;19,36986301;PSDB;PMDB;4;0;46033,7126;9269,777004;Serviços;573,93;3389;1870;1202;2151;1136;827;0,104822868;0,077655108;0,008439646;0,372373682;0,357076431;0,26519351;0,160964181;;0,693;0;;;517;-45,19160917;-23,08902791;6758,086164
3525003;Jandira;SÃO PAULO;SP;Sudeste;;RMSP;0;108344;1;118832;120177;0,023368713;17,7;6789,661017;PV;PTB;26;14,64;2907439,029;25055,27382;Serviços;835,4222222;51467;37251;10395;34840;25312;6923;0,080344573;0,084690989;0,014472211;0,949290333;0,843614796;0,689908654;0,866296182;8,51375397;0,76;1;2006;0;119;-46,90290065;-23,53571078;2927,352912
3544301;Roseira;SÃO PAULO;SP;Sudeste;Centro Local;RMVPLN;0;9599;0,949682259;10344;10429;0,018862622;130,7;79,79342005;PT;PSD;5;0;207925,6082;20449,01733;Serviços;604,2246154;4843;3374;1041;3414;2343;779;0,075658858;0,059699317;0,008195401;0,715496448;0,469201318;0,599316337;0,405721704;9,749439407;0,737;0;;;528;-45,30157155;-22,89294236;3223,443722
3509205;Cajamar;SÃO PAULO;SP;Sudeste;;RMSP;0;64114;0,979863992;71805;72875;0,028727746;131,4;554,6042618;PT;PSB;46;13,71;8728426,893;125437,2685;Serviços;692,6996591;36432;26805;5537;20881;15292;3119;0,118794453;0,121635715;0,012361334;0,70481718;0,578685571;0,477430635;0,828127435;24,04186112;0,728;1;2007;0;105;-46,84165487;-23,33724136;3128,746836
3550001;São Luís Do Paraitinga;SÃO PAULO;SP;Sudeste;Centro Local;RMVPLN;1;10397;0,594402231;10731;10735;0,007936187;617,3;17,39024785;PR;PSDB;18;0;135019,6376;12593,94064;Serviços;505,7353571;5414;3613;1342;3381;2271;794;0,097312093;0,110673481;0,052459956;0,426618258;0,334000534;0,282624072;0,115365275;;0,697;1;2010;0;533;-45,31177803;-23,22328971;6348,950697
3522505;Itapevi;SÃO PAULO;SP;Sudeste;;RMSP;1;200769;1;223404;226488;0,027066519;83,1;2725,487365;PV;PTN;56;51,78;8506279,587;39198,54191;Serviços;575,2774866;87454;61956;19005;51372;36187;11579;0,113540861;0,104178697;0,005968801;0,813533472;0,639399073;0,373738233;0,591877828;14,52894438;0,735;1;2008;0;117;-46,94080682;-23,54398724;3025,522333
3520400;Ilhabela;SÃO PAULO;SP;Sudeste;Centro Local;RMVPLN;1;28196;0,993119591;32197;32782;0,033729658;347,5;94,33669065;PPS;PMDB;30;9,22;3256711,638;105112,8567;Indústria;725,8927941;16540;8489;6947;9489;4611;4239;0,129827867;0,103841649;0,001805059;0,543590942;0,205577937;0,460427043;0,46347092;18,98794266;0,756;1;2006;0;514;-45,36546632;-23,82213313;9203,586843
3508405;Cabreúva;SÃO PAULO;SP;Sudeste;;AUJ;0;41604;0,847538698;46528;47210;0,028359168;260,2;181,4373559;PDT;PDT;26;13,05;3595664,115;79705,26945;Serviços;755,2782258;25465;18172;5090;15373;10532;3331;0,115265777;0,088500493;0,029029414;0,556124664;0,472264083;0,629812486;0,549903969;28,36569932;0,738;1;2004;1;801;-47,05405879;-23,25231811;4323,881378
