"CODMUNDV";"Zona";"LAT";"LONG";"NOME_MUNIC";"NOME_UF";"UF";"REG";"CENTR";"RM";"MUN_HIS_TUR";"POP_2010";"POP_URB_10";"POP_2015";"POP_2016";"TXC_POP_10_16";"AREA";"DENS_2016";"PREF_12";"PART_12";"PREF_16";"PART_16";"ANTEN_TOTAL";"AREA_URB";"PIB";"PIB_PER_CAP";"PRIN_ATIVIDADE";"REC_TOTAL";"REC_PROP";"Perc.receitpropria";"DESP_TCU";"RENDA";"VEIC_2016";"AUTO_2016";"MOTO_2016";"VEIC_2010";"AUTO_2010";"MOTO_2010";"TXC_AUTO_10_16";"TXC_MOTO_10_16";"ACESS";"PAV";"CAL";"ARB";"LOGR";"TX_ACID_TRAN";"IDH";"PD";"PD_ANO";"PDMU";"VEIC_HAB";"MOTO_HAB";"AUTO_HAB"
3518701;303;-23,99472304;-46,25559901;"Guarujá";"SÃO PAULO";"SP";"Sudeste";"";"Baixada Santista";1;290752;"100%";311230;313421;0,017160966;142,9;2193,289013;"MARIA ANTONIETA DE BRITO";"PMDB";"VALTER SUMAN";"PSB";155;135,72;6746390,135;21997,92664;"Serviços";1103025633;791174741,1;"0,717276841";"";907,4433264;126970;64570;53837;89128;45660;37848;0,071763533;0,073019423;0,06453133;"63%";0,670452233;0,588684376;0,491028135;"16,18180582";0,751;"Sim";"2013";"Em elaboração";0,405110059632252;0,171772153110353;0,206016827206856
3522109;304;-24,19168432;-46,81697295;"Itanhaém";"SÃO PAULO";"SP";"Sudeste";"";"Baixada Santista";1;87057;"99%";96222;97439;0,025339458;599,6;162,5066711;"MARCO AURÉLIO GOMES DOS SANTOS";"PSDB";"MARCO AURELIO GOMES DOS SANTOS";"PSDB";43;89,2;1306101,449;13939,7781;"Serviços";355064570,8;204028366,3;"0,574623274";"Não informado";734,45837;38180;24892;10472;21797;13510;6708;0,130006362;0,093169021;0,028677118;"52%";0,536320105;0,502303358;0,554094736;"17,8990703";0,745;"Sim";"2000";"Sim";0,391834891573189;0,107472367327251;0,255462391855417
3531100;305;-24,12285785;-46,69409764;"Mongaguá";"SÃO PAULO";"SP";"Sudeste";"";"Baixada Santista";1;46293;"100%";52492;53384;0,031916243;142,1;375,6790992;"ARTUR PARADA PROCIDA";"PSDB";"ARTUR PARADA PROCIDA";"PSDB";21;35,34;692370,577;13672,13477;"Serviços";195028922,4;105813762,2;"0,542554206";"Não informado";718,9387368;19485;13418;4431;10192;6622;2663;0,151700942;0,107200101;0,027259648;"80%";0,805807119;0,57042747;0,770557;"13,57115161";0,754;"Sim";"2006";"Sim";0,364997002847295;0,0830023977221639;0,251348718717219
3537602;306;-24,28408062;-46,96777691;"Peruíbe";"SÃO PAULO";"SP";"Sudeste";"Centro Local";"Baixada Santista";1;59773;"99%";65226;65907;0,022065957;311,4;211,6473988;"ANA MARIA PRETO";"PTB";"LUIZ MAURÍCIO PASSOS DE CARVALHO PEREIRA";"PSDB";37;31;1231666,848;19300,58526;"Serviços";216232016,7;132687836,3;"0,6136364";"Não informado";847,1256303;31033;20411;8517;19035;12037;5695;0,11139696;0,083823551;0,041778226;"60%";0,578544748;0,629405213;0,489506695;"13,94678527";0,749;"Sim";"2007";"Não";0,470860454883396;0,129227547908416;0,309693962705024
3541000;307;-24,0288749;-46,50370541;"Praia Grande";"SÃO PAULO";"SP";"Sudeste";"";"Baixada Santista";1;262051;"100%";299261;304705;0,033751316;147,5;2065,79661;"ALBERTO PEREIRA MOURÃO";"PSDB";"ALBERTO PEREIRA MOURÃO";"PSDB";126;121,74;4955164,403;17207,40364;"Serviços";1218574061;822732779,1;"0,675160259";"Não informado";963,4168567;126038;78312;39267;75592;45985;24980;0,112352474;0,094679683;0,050709838;"90%";0,888636512;0,729957495;0,704463662;"9,533699927";0,754;"Sim";"2006";"Sim";0,413639421735777;0,128868905991041;0,257009238443741
3548500;300;-23,95383735;-46,32098301;"Santos";"SÃO PAULO";"SP";"Sudeste";"Capital Regional C";"Baixada Santista";1;419400;"100%";433966;434359;0,008571797;281,1;1545,211668;"PAULO ALEXANDRE PEREIRA BARBOSA";"PSDB";"PAULO ALEXANDRE PEREIRA BARBOSA";"PSDB";270;122,66;19265873,5;44478,21785;"Serviços";2033564475;1589055495;"0,781413874";"Não informado";1526,83629;259191;159775;73232;222379;144465;59653;0,02035016;0,041870451;0,214283468;"92%";0,865840997;0,808978708;0,853063106;"12,22423397";0,84;"Sim";"2013";"Sim";0,59672068496336;0,168597864899772;0,367840887376571
3551009;308;-23,95769976;-46,38898082;"São Vicente";"SÃO PAULO";"SP";"Sudeste";"";"Baixada Santista";1;332445;"100%";355542;357989;0,01693402;148,9;2404,224312;"LUIS CLAUDIO BILI LINS DA SILVA";"PP";"PEDRO LUIS DE FREITAS GOUVÊA JÚNIOR";"PMDB";113;79,08;4386717,469;12516,84895;"Serviços";829614220,9;498692328,3;"0,601113524";"Não informado";820,485493;129355;68733;51822;92031;49912;36115;0,066085571;0,074893187;0,083505846;"74%";0,744420478;0,665714727;0,614725854;"14,44595513";0,768;"Sim";"1999";"Não";0,361337918204191;0,144758637835241;0,191997519476855
3501608;201;-22,74050887;-47,32259974;"Americana";"SÃO PAULO";"SP";"Sudeste";"";"Campinas";1;210638;"100%";229322;231621;0,021473842;133,4;1736,289355;"OMAR NAJAR";"PMDB";"OMAR NAJAR";"PMDB";81;107,15;9890708,533;44046,60203;"Serviços";649373982,1;473074557,5;"0,728508641";"";1162,862299;165284;120641;32611;124241;89169;26548;0,062322076;0,041996983;0,046516955;"97%";0,936911346;0,962257658;0,787061611;"20,26699564";0,811;"Sim";"2008";"Não";0,713596780948187;0,140794660242379;0,520855190159787
3503802;202;-22,56868964;-47,16369178;"Artur Nogueira";"SÃO PAULO";"SP";"Sudeste";"Centro Local";"Campinas";0;44177;"91%";50246;51126;0,032705092;178;287,2247191;"CELSO CAPATO";"PSD";"IVAN CLEBER VICENSOTTI";"PSDB";13;0;798659,4548;16494,41253;"Serviços";129800733;69328178,05;"0,534112377";"";837,9348387;32574;21725;8292;21988;14341;5777;0,086615936;0,074957725;0,003054246;"74%";0,688882668;0,781702627;0,403596192;"28,37109391";0,749;"Sim";"2007";"Não";0,637131792043187;0,162187536674099;0,424930563705355
3509502;200;-22,8961587;-47,06178932;"Campinas";"SÃO PAULO";"SP";"Sudeste";"Capital Regional A";"Campinas";1;1080113;"98%";1164098;NA;0,01889654;795;1475,937107;"JONAS DONIZETTE FERREIRA";"PSB";"JONAS DONIZETTE FERREIRA";"PSB";587;500,01;51347710,76;44850,56781;"Serviços";NA;NA;"";"";1369,791509;846977;655507;123378;664008;519135;96596;0,047754186;0,050160591;0,05940875;"81%";0,784408269;0,786832369;0,799397649;"15,15654109";0,805;"Sim";"2006";"Sim";NA;NA;NA
3512803;203;-22,63721869;-47,19150068;"Cosmópolis";"SÃO PAULO";"SP";"Sudeste";"";"Campinas";0;58827;"93%";66807;67960;0,032312812;154,7;439,3018746;"ANTONIO FERNANDES NETO";"PMDB";"JOSE PIVATTO";"PT";16;10,52;1229257,155;19083,39914;"Serviços";149857992,9;70628106,08;"0,471300227";"";824,0406818;36189;24686;8746;26989;18347;6707;0,061150866;0,054523429;0,005862132;"79%";0,760700128;0,865307838;0,780695776;"22,85609801";0,769;"Sim";"2007";"Não";0,532504414361389;0,12869334902884;0,363243084167157
3515152;204;-22,49055989;-47,21136417;"Engenheiro Coelho";"SÃO PAULO";"SP";"Sudeste";"Centro Local";"Campinas";0;15721;"73%";18611;19059;0,043091449;109,9;173,4212921;"PEDRO FRANCO DE OLIVEIRA";"PMDB";"PEDRO FRANCO DE OLIVEIRA";"PMDB";10;0;351644,6757;19888,27983;"Serviços";52920860,6;26585302,54;"0,502359603";"";705,9185714;8536;5253;2304;5205;3143;1362;0,108185859;0,110864462;0,002495084;"60%";0,559291203;0,521051452;0,119600044;"44,06985071";0,732;"Sim";"2012";"Não";0,447872396243245;0,120887769557689;0,275617818353534
3519055;205;-22,63192176;-47,04947669;"Holambra";"SÃO PAULO";"SP";"Sudeste";"Centro Local";"Campinas";1;11299;"72%";13375;13698;0,043069978;65,6;208,8109756;"FERNANDO FIORI DE GODOY";"PTB";"FERNANDO FIORI DE GODOY";"PTB";10;0;603033,2778;47456,77798;"Serviços";72565185,59;43524558,4;"0,59979945";"";1056,1008;8245;5605;1662;5795;3794;1325;0,081174161;0,046364575;0,020074079;"40%";0,367134257;0,405180392;0,360353787;"15,33036946";0,793;"Sim";"2007";"Sem informação";0,601912687983647;0,121331581252738;0,409183822455833
3519071;206;-22,87858822;-47,20771394;"Hortolândia";"SÃO PAULO";"SP";"Sudeste";"";"Campinas";1;192692;"100%";215819;219039;0,028742064;62,5;3504,624;"ANTONIO MEIRA";"PT";"ANGELO AUGUSTO PERUGINI";"PDT";48;97,5;9202710,44;44002,84232;"Serviços";685715602,9;478184108,1;"0,697350485";"3600000";683,4011715;97745;74111;17354;58219;43212;11399;0,113924257;0,087693587;0,069353366;"83%";0,794743228;0,883618251;0,653104985;"13,17479661";0,756;"Sim";"2008";"Não";0,446244732673177;0,0792279000543282;0,338346139272002
3520509;207;-23,08889275;-47,20331317;"Indaiatuba";"SÃO PAULO";"SP";"Sudeste";"";"Campinas";0;201619;"99%";231033;235367;0,034631366;311,4;755,834939;"REINALDO NOGUEIRA LOPES CRUZ";"PMDB";"NILSON ALCIDES GASPAR";"PMDB";84;113,2;10303801,98;46404,74315;"Serviços";940715213,1;712457722,1;"0,7573575";"62944,51";1094,55839;170013;114562;44710;118162;77855;34016;0,080316018;0,056195433;0,100488115;"85%";0,791210555;0,887594791;0,704949963;"18,09339723";0,788;"Sim";"2001";"Não";0,722331507815454;0,189958660304971;0,486737732987207
3523404;208;-23,00265997;-46,84299846;"Itatiba";"SÃO PAULO";"SP";"Sudeste";"";"Campinas";1;101471;"84%";113284;114912;0,02791371;322,2;356,6480447;"JOÃO GUALBERTO FATTORI";"PSDB";"DOUGLAS AUGUSTO PINHEIRO DE OLIVEIRA";"PPS";76;29,94;4483241,53;40791,22831;"Serviços";359192335,2;223517336,8;"0,622277579";"Não informado";1136,615089;75001;54947;13345;53206;39002;9600;0,07095549;0,068093984;0,004229938;"65%";0,578867808;0,614376022;0,572570197;"11,6466583";0,778;"Sim";"2011";"Sim";0,652682052353105;0,116132344750766;0,478165900863269
3524709;209;-22,6934986;-46,9875688;"Jaguariúna";"SÃO PAULO";"SP";"Sudeste";"";"Campinas";1;44311;"97%";51907;53069;0,040347899;141,8;374,2524683;"TARCISIO CLETO CHIAVEGATO";"PTB";"MÁRCIO GUSTAVO BERNARDES REIS";"PMDB";26;14,08;6163747,609;124527,7008;"Serviços";288447536,4;213411036,2;"0,739860839";"Não informado";927,9127848;36641;24161;9614;25314;16305;6959;0,081829501;0,066771627;0,039005137;"59%";0,537666901;0,521807277;0,627251038;"11,82988624";0,784;"Sim";"1985";"Não";0,690440746952081;0,181160376114116;0,455275207748403
3531803;210;-22,95324273;-47,30731677;"Monte Mor";"SÃO PAULO";"SP";"Sudeste";"";"Campinas";0;48949;"94%";55409;56335;0,031475987;240,5;234,2411642;"THIAGO GIATTI ASSIS";"PMDB";"THIAGO GIATTI ASSIS";"PMDB";20;15,27;2777871,939;51934,48884;"Indústria";200594190,8;113785821,6;"0,567243853";"Não informado";630,0059701;25991;19306;4764;15625;11226;3107;0,114534337;0,089246316;0,005665375;"52%";0,449589969;0,759524921;0,49918688;"25,70599684";0,733;"Sim";"2010";"Não";0,46136504837135;0,0845655453980651;0,342699920120706
3532009;211;-22,8707196;-46,79621908;"Morungaba";"SÃO PAULO";"SP";"Sudeste";"";"Campinas";1;11769;"85%";12934;13085;0,023878264;146,9;89,07420014;"JOSE ROBERTO ZEM";"PV";"MARCO ANTONIO DE OLIVEIRA";"PSD";7;2,32;405854,9409;32157,11441;"Indústria";36931482,3;14824765,19;"0,401412677";"Não informado";839,2583871;8795;6456;1431;6030;4308;1038;0,084270309;0,066322212;0,000704126;"45%";0,344224238;0,505158249;0,417489385;"7,825338446";0,715;"Sim";"2006";"Sem informação";0,672143675964845;0,109361864730608;0,493389377149408
3533403;212;-22,78426041;-47,28513663;"Nova Odessa";"SÃO PAULO";"SP";"Sudeste";"";"Campinas";0;51242;"98%";56764;57504;0,025915827;73,8;779,1869919;"BENJAMIM VIEIRA DE SOUZA";"PSDB";"BENJAMIM BILL VIEIRA DE SOUZA";"PSDB";25;18,53;2404549,6;43537,80803;"Serviços";160858725,7;104360702,2;"0,648772404";"Não informado";857,5353684;39392;28175;8586;27971;19434;6699;0,077110713;0,050887391;0,024162739;"80%";0,745573383;0,782333515;0,794779445;"5,35637766";0,791;"Sim";"2012";"Não";0,6850306065665;0,149311352253756;0,48996591541458
3536505;213;-22,74835841;-47,1450701;"Paulínia";"SÃO PAULO";"SP";"Sudeste";"";"Campinas";0;82146;"100%";97702;100128;0,044309571;138,8;721,3832853;"JOSE PAVAN JUNIOR";"PSB";"DIXON RONAN CARVALHO";"PP";47;37,67;12153538,62;131151,4074;"Serviços";1259583859;1143619253;"0,907934192";"Não informado";1211,699758;65223;47879;9978;46217;33443;8057;0,074404871;0,04369602;0,019191957;"92%";0,736912258;0,919109851;0,922944072;"16,80301614";0,795;"Sim";"2006";"Não";0,651396212847555;0,0996524448705657;0,478177932246724
3537107;214;-22,7548692;-46,88852929;"Pedreira";"SÃO PAULO";"SP";"Sudeste";"";"Campinas";1;41558;"99%";45579;46094;0,023357881;109,2;422,1062271;"CARLOS EVANDRO POLLO";"PT";"HAMILTON BERNARDES JUNIOR";"PSB";13;11,22;941568,2252;21154,55807;"Serviços";122295152,8;68758778,88;"0,562236338";"Não informado";803,1376667;31667;17380;12224;23018;12396;9128;0,069925753;0,060150547;0,003573243;"73%";0,695055101;0,632711617;0,524850286;"17,75725828";0,769;"Sim";"2008";"Não";0,687009155204582;0,265197205710071;0,377055582071419
3545803;215;-22,75871707;-47,409337;"Santa Bárbara D'Oeste";"SÃO PAULO";"SP";"Sudeste";"";"Campinas";1;180009;"99%";190139;191024;0,013781231;271,5;703,587477;"DENIS EDUARDO ANDIA";"PV";"DENIS EDUARDO ANDIA";"PV";51;66,87;5129705,865;27241,90856;"Serviços";444655427,6;277978262,1;"0,625154321";"Não informado";837,4727778;131875;90037;33890;98779;65694;27579;0,065072232;0,042074121;0,010659084;"94%";0,913883855;0,933036578;0,726381154;"12,68277732";0,781;"Sim";"2006";"Não";0,690358279587905;0,177412262333529;0,471338679956445
3548005;216;-22,60331771;-46,94988829;"Santo Antônio De Posse";"SÃO PAULO";"SP";"Sudeste";"Centro Local";"Campinas";0;20650;"91%";22389;22597;0,02041929;154;146,7337662;"MAURICIO DIMAS COMISSO";"PRB";"NORBERTO DE OLIVERIO JUNIOR";"PSD";8;0;687016,5231;31289,1799;"Serviços";82168719,2;44576372,46;"0,542498081";"Não informado";705,2746667;13545;8642;3158;8919;5581;2133;0,0913912;0,081643772;0,022220414;"64%";0,483604471;0,212176129;0,587250288;"22,54689755";0,702;"Sim";"2006";"Não";0,599415851661725;0,139753064566093;0,382440146922158
3552403;217;-22,81970613;-47,26409353;"Sumaré";"SÃO PAULO";"SP";"Sudeste";"";"Campinas";0;241311;"99%";265955;269522;0,024608041;153;1761,581699;"CRISTINA CONCEIÇÃO BREDDA CARRARA";"PSDB";"LUIZ ALFREDO CASTRO RUZZA DALBEN";"PPS";65;107,81;11327493,26;43810,59911;"Serviços";679303086,9;483392532,7;"0,711600671";"Não informado";820,4941333;146751;109053;27842;101283;75132;19836;0,077364183;0,07016136;0,014683371;"88%";0,874342962;0,860432207;0,617230458;"19,06156122";0,762;"Sim";"2006";"Não";0,544486164394743;0,103301400256751;0,404616320745616
3556206;218;-22,97315915;-46,99637722;"Valinhos";"SÃO PAULO";"SP";"Sudeste";"";"Campinas";0;106793;"95%";120258;122163;0,030131808;148,1;824,8683322;"CLAYTON ROBERTO MACHADO";"PSDB";"ORESTES PREVITALE JUNIOR";"PMDB";57;49,51;4970626,946;42736,75883;"Serviços";452175704,8;343414020,3;"0,759470305";"Não informado";1461,846025;90509;68749;12966;67499;50986;10389;0,061605326;0,045313247;0,000871216;"76%";0,703344482;0,751041004;0,754395654;"9,297450808";0,819;"Sim";"2004";"Sim";0,74088717533132;0,106136882689521;0,562764503163806
3556701;219;-23,03106592;-46,98402679;"Vinhedo";"SÃO PAULO";"SP";"Sudeste";"";"Campinas";0;63611;"97%";72550;73855;0,033418658;81,6;905,0857843;"MILTON ALVARO SERAFIM";"PTB";"JAIME CESAR DA CRUZ";"PSDB";47;35,91;7137263,324;102187,1762;"Serviços";402557794,3;310481654,5;"0,771272247";"Não informado";1589,086444;58313;44091;9501;43309;32303;7743;0,0641955;0,041770396;0,015892608;"82%";0,641303738;0,738719493;0,776887073;"14,04159119";0,817;"Sim";"1984";"Não";0,789560625550064;0,128643964525083;0,596994110080563
3500758;601;-23,54899737;-47,8689504;"Alambari";"SÃO PAULO";"SP";"Sudeste";"Centro Local";"Sorocaba";0;4884;"75%";5560;5658;0,032939259;159,3;35,51789077;"HUDSON JOSE GOMES";"PSDB";"HUDSON JOSE GOMES";"PSDB";9;0;67900,00354;12677,37183;"Agropecuária";20280014,85;7195445,69;"0,354804754";"";658,808125;2059;1253;618;1143;684;318;0,128701218;0,142121405;0,006521647;"37%";0,259658635;0,449611256;0,559297925;"54,94505495";0,712;"Não";"-";"Sem informação";0,363909508660304;0,109225874867444;0,221456344998233
3501152;602;-23,53140702;-47,26234714;"Alumínio";"SÃO PAULO";"SP";"Sudeste";"";"Sorocaba";0;16839;"84%";18061;18194;0,017668598;83,8;217,1121718;"JOSE APARECIDA TISEO";"PSDB";"ANTONIO PIASSENTINI";"PPS";16;14,36;1560348,746;87738,90835;"Indústria";68743574,15;38520761,47;"0,56035436";"";878,5104167;7345;5703;1034;4824;3721;682;0,089152619;0,086794002;0,02628281;"86%";0,681667093;0,590253742;0,83963261;"33,47467083";0,766;"Não";"-";"Sem informação";0,403704517972958;0,0568319226118501;0,313454985159943
3502754;603;-23,43443388;-47,07237502;"Araçariguama";"SÃO PAULO";"SP";"Sudeste";"";"Sorocaba";1;17080;"100%";20114;20581;0,04172394;146,3;140,6766917;"ROQUE NORMELIO HOFFMANN";"PSDB";"LILIANA MEDEIROS DE ALMEIDA AYMAR BECHARA";"PV";20;3,25;1388165,931;72511,80166;"Indústria";95614328,33;60481458,7;"0,632556435";"";731,502;8977;6121;1690;5201;3439;1009;0,122220094;0,108661861;0,001262395;"47%";0,450297055;0,439197751;0,420788502;"15,2780607";0,704;"Não";"-";"Não";0,436179000048589;0,0821145716923376;0,297410232738934
3502903;604;-23,51286776;-47,61260677;"Araçoiaba Da Serra";"SÃO PAULO";"SP";"Sudeste";"";"Sorocaba";0;27299;"69%";31321;31915;0,034956795;255,4;124,9608457;"MARA LUCIA FERREIRA DE MELO";"PT";"DIRLEI SALAS ORTEGA";"PV";19;23,51;481780,3934;16012,37681;"Serviços";80068802,39;33394081,78;"0,417067332";"";833,324375;18089;12333;4378;11761;7816;3063;0,095511236;0,074053098;0,000734603;"28%";0,191073656;0,586114017;0,540869921;"26,04760199";0,776;"Sim";"2006";"Sim";0,566786777377409;0,13717687607708;0,38643271189096
3507001;605;-23,28758396;-47,67496121;"Boituva";"SÃO PAULO";"SP";"Sudeste";"";"Sorocaba";0;48314;"94%";55725;56830;0,036320933;249;228,2329317;"EDSON JOSÉ MARCUSSO";"PTB";"FERNANDO LOPES DA SILVA";"PSDB";19;13,98;2494394,837;46684,41236;"Serviços";200906232;126662625,7;"0,630456429";"";901,2919008;36436;26299;6120;22167;16223;3903;0,10144195;0,094134152;0,025496737;"73%";0,637735807;0,832775148;0,621467065;"25,64384365";0,78;"Sim";"2000";"Não";0,641140242829491;0,107689600563083;0,462766144641914
3510302;606;-23,46850596;-47,73774679;"Capela Do Alto";"SÃO PAULO";"SP";"Sudeste";"Centro Local";"Sorocaba";0;17532;"83%";19482;19747;0,026716447;169,9;116,2271925;"MARCELO SOARES DA SILVA";"PV";"PERICLES GONÇALVES";"PPS";8;0;244975,7602;12939,08838;"Serviços";56179780,79;20498962,27;"0,364881493";"";589,6136667;10135;6406;2727;6126;3768;1699;0,111975473;0,099254752;0,007465594;"48%";0,346875208;0,567534966;0,386481052;"26,02540079";0,699;"Sim";"1968";"Sem informação";0,513242517850813;0,138096926115359;0,324403706892186
3511508;607;-23,16724295;-47,74337478;"Cerquilho";"SÃO PAULO";"SP";"Sudeste";"Centro Local";"Sorocaba";0;39617;"95%";45142;45947;0,033177174;127,8;359,5226917;"ALDOMIR JOSE SANSON";"PTB";"ALDOMIR JOSÉ SANSON";"PSDB";11;0;1471018,781;33837,5263;"Indústria";151885042,2;91142490,87;"0,600075488";"";959,4403922;26811;19038;5680;19064;13277;4257;0,07474213;0,059373091;0,004617336;"90%";0,848464541;0,90246088;0,74639903;"24,81949458";0,782;"Sim";"1971";"Não";0,583520142773195;0,123620693407622;0,414346964981392
3511607;608;-23,22252968;-47,95690735;"Cesário Lange";"SÃO PAULO";"SP";"Sudeste";"Centro Local";"Sorocaba";0;15540;"68%";17163;17378;0,025145588;190,8;91,07966457;"RAMIRO DE CAMPOS";"PSDB";"RONALDO PAIS DE CAMARGO";"PSDB";13;0;272322,0321;16290,12574;"Serviços";50864846,54;19076742,57;"0,375047678";"";625,386087;9912;6917;2202;6171;4140;1416;0,108111564;0,092322331;0,027391151;"55%";0,433334013;0,446145877;0,514485456;"35,41285487";0,706;"Não";"-";"Sem informação";0,570376337898492;0,126711934629992;0,398031994475774
3519709;609;-23,65522281;-47,21136417;"Ibiúna";"SÃO PAULO";"SP";"Sudeste";"Centro Local";"Sorocaba";0;71217;"35%";76432;77005;0,017824469;1057,5;72,8179669;"FABIO BELLO DE OLIVEIRA";"PMDB";"JOÃO BENEDICTO DE MELLO NETO";"PSD";42;0;1252456,36;16645,92922;"Serviços";165928218,7;89793702,27;"0,541159924";"";611,6829457;40782;27838;8729;24061;15472;5679;0,124652401;0,089779226;0,007743632;"20%";0,121535753;0,206692959;0,15468161;"34,28044037";0,71;"Sim";"2006";"Sim";0,529601973897799;0,113356275566522;0,361508992922538
3521002;610;-23,35296663;-47,69206075;"Iperó";"SÃO PAULO";"SP";"Sudeste";"";"Sorocaba";0;28300;"62%";33367;34149;0,0420359;170;200,8764706;"VANDERLEI POLIZELI";"PSDB";"VANDERLEI POLIZELI";"PSB";10;7,97;412404,6887;12991,16991;"Serviços";85773217,99;33173376,76;"0,386756817";"Não informado";545,1382857;8706;6230;1857;5423;3788;1246;0,104626901;0,083075601;NA;"49%";0,406230142;0,523679186;0,511340151;"9,211495947";0,719;"Sim";"2006";"Não";0,254941579548449;0,0543793376087148;0,182435796070163
3522307;611;-23,58702481;-48,04298249;"Itapetininga";"SÃO PAULO";"SP";"Sudeste";"Centro Subregional B";"Sorocaba";0;144377;"91%";157016;158561;0,02120157;1790,2;88,57166797;"#N/D";"#N/D";"#N/D";"#N/D";61;32,79;3443713,544;22389,39954;"Serviços";413311283,7;222230789;"0,537683818";"Não informado";727,662069;88163;55144;26267;59359;36456;18431;0,086290171;0,073426506;0,02274342;"75%";0,692411632;0,672757967;0,677037151;"19,30054814";0,763;"Sim";"2007";"Não";0,556019449927788;0,165658642415222;0,347777826830053
3523909;612;-23,26920889;-47,29876355;"Itu";"SÃO PAULO";"SP";"Sudeste";"";"Sorocaba";1;154147;"94%";167095;168643;0,020368621;640,8;263,1757179;"ANTONIO LUIZ CARVALHO GOMES";"PSD";"GUILHERME DOS REIS GAZZOLA";"PTB";96;106,52;6660939,911;40644,73164;"Serviços";548292510,1;382113881,1;"0,696916106";"Não informado";1051,506;112126;77753;24842;81113;57336;17460;0,062815679;0,073071014;0,008481139;"77%";0,702996152;0,755913129;0,689097006;"18,72987294";0,773;"Sim";"2006";"Não";0,664871948435452;0,147305254294575;0,461050858914986
3525854;613;-23,08381627;-47,7923714;"Jumirim";"SÃO PAULO";"SP";"Sudeste";"Centro Local";"Sorocaba";0;2798;"58%";3142;3190;0,029412927;56,7;56,26102293;"ADEMIR DO NASCIMENTO";"PTB";"DARCI SCHIAVI";"PMDB";5;0;63924,54248;21013,98504;"Indústria";19117835,84;8269407,72;"0,432549363";"Não informado";727,5733333;1474;1124;187;998;762;106;0,080842138;0,120229869;0,006862745;"45%";0,444061357;0,462822843;0,468899522;"97,02457956";0,741;"Não";"-";"Não";0,462068965517241;0,0586206896551724;0,352351097178683
3528403;614;-23,54001454;-47,18554163;"Mairinque";"SÃO PAULO";"SP";"Sudeste";"";"Sorocaba";0;43223;"80%";46015;46294;0,015771749;209,6;220,8683206;"RUBENS MERGUIZO FILHO";"PMDB";"RUBENS MERGUIZO FILHO";"PMDB";21;8,99;1503794,052;33096,97271;"Indústria";139262390,2;65408417,06;"0,469677541";"Não informado";726,7872308;25255;18783;4788;16388;12082;3229;0,092257978;0,081974983;0,006044957;"61%";0,451284227;0,593402837;0,612952247;"19,68116512";0,743;"Sim";"2006";"Sim";0,545535058538903;0,103425929926124;0,405732924353048
3537800;615;-23,71613753;-47,4172824;"Piedade";"SÃO PAULO";"SP";"Sudeste";"Centro Local";"Sorocaba";1;52143;"46%";54717;54907;0,012118973;746,9;73,51318784;"MARIA VICENTINA GODINHO PEREIRA DA SILVA";"PSDB";"JOSÉ TADEU DE RESENDE";"PSDB";17;0;940332,4163;17310,02368;"Serviços";107415120,7;42308643,53;"0,393879775";"Não informado";566,7767692;30911;19474;8489;20421;12329;5926;0,09573482;0,074531069;0,006447401;"31%";0,272113071;0,290205595;0,272962609;"33,01359059";0,716;"Sim";"2006";"Não";0,562970113100333;0,154606880725591;0,354672446136194
3537909;616;-23,81015807;-47,72318022;"Pilar Do Sul";"SÃO PAULO";"SP";"Sudeste";"Centro Local";"Sorocaba";0;26406;"79%";28309;28516;0,017549341;681,1;41,86756717;"JANETE PEDRINA DE CARVALHO PAES";"PSDB";"ANTONIO JOSE PEREIRA";"DEM";10;0;446983,2204;16032,39671;"Serviços";63497874,49;23852892,21;"0,375648672";"Não informado";529,6022727;18758;12177;4561;11386;7151;3004;0,112332702;0,087106341;0,006877058;"54%";0,511890171;0,433192456;0,486851146;"35,59098836";0,69;"Sim";"1980";"Não";0,657806143919203;0,159945293870108;0,427023425445364
3540606;617;-23,21292899;-47,51858623;"Porto Feliz";"SÃO PAULO";"SP";"Sudeste";"";"Sorocaba";0;48893;"84%";51928;52221;0,015169889;557,1;93,73721055;"LEVI RODRIGUES VIEIRA";"PSD";"ANTONIO CASSIO HABICE PRADO";"PTB";34;9,24;1313912,883;25602,35547;"Serviços";213919594,6;132144446,5;"0,617729511";"Não informado";715,4985714;29792;20403;6578;19993;13885;4095;0,080014607;0,099431036;0,012344677;"57%";0,558690947;0,577669368;0,463621186;"19,36933447";0,758;"Sim";"2006";"Não";0,57049845847456;0,125964650236495;0,390704888837824
